# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_2a_ppc_model
# start_datetime = 2022-06-12 09:55:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:\Users\user\AppData\Local\Temp\tmppskox6w4\1r4orniz.json
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\samples\cereal_2a_ppc-20220612115551.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,alpha,beta,sigma,calorie.1,calorie.2,calorie.3,calorie.4,calorie.5,calorie.6,calorie.7,calorie.8,calorie.9,calorie.10,calorie.11,calorie.12,calorie.13,calorie.14,calorie.15,calorie.16,calorie.17,calorie.18,calorie.19,calorie.20,calorie.21,calorie.22,calorie.23,calorie.24,calorie.25,calorie.26,calorie.27,calorie.28,calorie.29,calorie.30,calorie.31,calorie.32,calorie.33,calorie.34,calorie.35,calorie.36,calorie.37,calorie.38,calorie.39,calorie.40,calorie.41,calorie.42,calorie.43,calorie.44,calorie.45,calorie.46,calorie.47,calorie.48,calorie.49,calorie.50,calorie.51,calorie.52,calorie.53,calorie.54,calorie.55,calorie.56,calorie.57,calorie.58,calorie.59,calorie.60,calorie.61,calorie.62,calorie.63,calorie.64,calorie.65,calorie.66,calorie.67,calorie.68,calorie.69,calorie.70,calorie.71,calorie.72,calorie.73,calorie.74,calorie.75,calorie.76,calorie.77
0,0,123.463,-11.96,147.687,494.166,129.684,51.715,280.001,273.399,268.083,228.332,290.943,150.695,276.432,140.346,357.065,300.798,-4.16119,149.674,362.764,189.798,166.907,369.144,232.118,-147.08,19.9034,150.043,412.671,99.5776,269.925,-27.3047,201.991,210.016,-48.5565,258.158,-110.639,132.447,197.904,182.561,-24.532,155.131,202.691,270.461,286.91,213.811,-47.4193,221.385,31.3675,25.8019,98.3131,174.261,164.921,-23.6875,-6.1428,-128.41,23.1988,190.634,41.259,94.2826,142.174,83.1413,110.943,-105.815,89.3072,226.673,238.584,-94.1711,73.1958,-237.712,-7.17569,225.436,-144.534,-29.8998,-252.348,55.5984,16.9416,35.4336,185.158,218.041,44.9117,5.30834
0,0,99.7926,-17.6921,256.294,607.431,392.468,288.88,360.842,-459.101,-10.4252,373.079,135.432,-3.54355,39.9266,253.107,-144.988,257.665,302.736,551.734,-729.185,358.316,311.764,-5.22393,11.0627,214.719,-172.104,204.406,359.472,216.197,-196.795,-163.896,-186.406,-0.306642,222.857,234.582,330.4,-124.24,189.141,-426.183,239.017,-310.631,3.53486,4.60048,-21.5799,-85.0931,84.5284,-89.7274,68.5818,561.566,-120.442,-194.996,459.573,107.172,96.399,125.931,164.224,-216.044,107.112,555.695,18.5575,152.192,-122.537,-237.201,118.649,248.595,290.605,-115.619,-1.97237,-21.8594,79.4461,-40.4017,538.528,-203.51,417.453,130.539,-216.672,-196.994,-378.9,147.061,-666.422,81.684
0,0,88.3199,7.51211,10.6476,53.4937,1.4304,58.3051,43.8416,28.2976,29.4313,48.3505,43.004,33.2194,29.3375,31.4965,41.0451,64.412,48.4081,33.2156,52.0233,70.0273,56.9863,51.1149,60.683,62.2439,29.648,69.7875,62.4654,88.8189,80.5648,70.19,65.8875,74.5415,76.9128,63.2917,68.667,77.0089,85.4026,88.318,84.5953,106.001,87.8879,95.2177,109.008,81.4352,78.3195,102.242,101.4,88.7702,99.0633,108.3,113.116,114.287,114.007,109.712,111.904,119.937,110.103,121.883,104.778,117.374,109.623,116.312,115.892,118.495,126.329,136.132,140.705,153.978,134.286,129.311,130.392,132.037,122.297,136.471,132.722,151.514,156.007,129.271,150.488,161.906
0,0,107.365,-3.78073,178.53,135.363,283.195,169.681,338.916,326.188,188.012,31.6505,-120.718,-177.939,-121.747,140.745,26.8617,181.082,13.2378,-85.4964,58.4082,-2.13186,293.921,278.267,150.514,312.395,71.67,403.163,183.26,290.8,-186.806,266.36,-18.3411,173.351,134.46,289.057,-112.451,309.274,81.9264,154.878,214.989,72.8799,147.611,-14.4415,-64.5684,-67.5517,-42.7117,38.1205,-116.916,171.915,392.304,215.14,56.342,181.8,188.602,100.897,174.375,-13.0328,-19.776,-86.2806,231.859,155.635,192.752,71.3442,117.93,301.38,-38.4629,87.477,308.772,-94.4739,13.3839,146.606,89.5268,113.448,151.114,-0.4806,166.669,272.605,6.43949,-26.4488,111.868,276.699
0,0,61.3056,-15.2621,325.887,-133.192,365.04,-140.973,-305.763,-270.448,287.032,-52.1709,-157.368,-38.7923,1023.49,211.428,470.267,-111.772,496.078,742.549,149.51,302.163,482.097,-268.994,441.169,373.983,174.177,-11.4632,-376.446,24.666,-72.1328,573.099,-169.057,556.52,0.299759,-312.817,371.1,-269.119,325.392,-113.115,226.215,496.121,-334.896,-122.445,778.426,499.228,-216.395,82.5336,-329.9,60.2903,204.603,247.067,-305.581,55.6013,58.0625,-445.016,706.484,91.3104,563.54,157.413,373.764,-353.831,-21.3707,-233.817,208.299,-133.635,78.0246,-165.389,178.278,-187.078,-458.057,-700.778,326.047,-418.051,77.3249,-237.079,254.175,521.618,232.053,430.247,-466.736,-28.1144
0,0,118.404,8.41763,11.145,50.5613,45.3223,56.0218,86.2578,54.608,57.1017,63.123,53.8444,61.7347,52.2282,70.7403,59.4677,66.3469,71.9621,70.1955,67.6253,76.011,86.4479,88.6412,71.6141,88.1545,90.5381,96.57,100.419,95.4117,92.3909,118.094,108.423,129.764,114.749,114.372,109.234,105.617,88.3243,129.349,114.254,145.724,132.128,112.102,140.186,133.897,140.471,133.553,150.127,136.957,125.296,120.283,164.884,137.929,139.581,139.57,163.61,135.227,135.709,154.652,150.548,149.168,161.158,141.516,161.801,160.042,162.757,151.88,159.218,175.491,162.191,152.885,181.069,168.164,170.594,155.028,181.497,185.318,191.469,198.321,175.583,205.071
0,0,97.3209,1.81298,58.9372,117.106,131.38,57.8137,22.3277,70.7422,175.404,95.8553,15.9808,162.212,-8.98483,115.742,113.182,0.82204,58.7404,95.233,162.633,-17.8897,106.174,80.6087,99.8204,30.0511,13.9758,73.0597,169.562,64.3028,108.322,179.24,131.893,88.7128,113.878,46.6564,191.25,90.6055,131.97,195.207,49.5015,115.789,111.11,103.687,20.7932,91.5289,38.2076,83.8097,46.1758,179.001,144.577,240.632,225.94,59.3039,150.15,161.205,105.817,176.303,19.597,-27.0679,137.385,104.361,168.551,146.067,62.5935,197.095,175.058,79.6605,112.339,57.1186,91.4117,214.801,150.471,38.019,125.129,55.6967,-52.2769,106.32,93.7402,86.2126,124.397,56.8086
0,0,64.5984,4.3532,115.706,-10.7594,-181.132,142.534,128.334,79.3334,113.759,113.484,-56.9311,-142.927,-243.61,-176.841,123.255,170.016,-70.2168,-122.504,95.1351,8.69312,29.1467,47.1858,-27.885,57.3501,55.572,179.525,126.808,35.5976,-36.7169,-40.2453,34.5955,-169.593,-8.37764,314.201,-18.5342,48.3884,34.0681,295.552,-50.4676,-32.9332,224.466,63.2053,-98.8044,-102.873,70.5717,-170.519,50.27,78.5197,-3.09921,77.5364,-81.5116,-136.733,21.1915,-10.9839,126.019,30.3719,85.6767,268.955,104.491,-48.0562,119.519,14.2126,100.856,45.3461,-48.8764,58.561,-27.0215,202.805,212.996,149.251,9.60046,141.82,131.893,238.242,81.8387,-100.34,159.174,-10.7844,-210.897,-68.9986
0,0,139.964,-8.66948,424.589,178.441,-275.953,-435.695,31.7238,515.107,469.943,89.8064,-115.603,23.1409,416.745,-657.743,-249.599,-33.9055,55.8066,939.626,-271.906,309.348,-203.079,1165.76,118.704,202.166,397.997,304.283,166.033,56.0423,215.014,784.292,436.179,-89.2903,134.899,408.468,-71.7845,363.835,606.463,-89.4307,-61.1298,-374.553,-495.413,702.41,508.502,-560.411,-62.2483,593.317,35.5629,-383.093,459.024,-581.193,378.838,-350.918,367.214,786.561,-638.873,-167.041,-747.513,-276.726,-39.1145,257.814,96.7215,-117.17,235.765,-204.49,-563.921,281.732,219.714,695.366,277.596,594.018,-327.042,-458.31,529.202,26.2053,373.847,-478.901,350.52,-292.241,755.848,450.996
0,0,116.895,17.048,144.457,-39.6558,-48.337,44.1316,-72.8939,188.314,-42.2051,179.896,36.743,121.324,37.5287,152.863,-29.0354,21.4176,245.88,12.5273,81.0085,-3.21834,-8.57283,73.7102,155.906,-246.799,30.7958,476.734,-34.8416,24.745,261.318,-73.6823,27.5186,62.2843,337.511,118.464,-64.9269,6.70553,382.723,105.721,46.0916,353.002,246.582,75.9466,-66.1975,49.6828,148.581,171.797,-19.9033,172.521,44.4412,6.40013,160.991,153.379,282.139,-127.581,142.373,217.462,92.3845,276.026,-36.0205,86.6911,80.1024,364.521,42.6766,80.8984,-99.222,158.089,-108.387,241.305,144.092,282.558,200.867,-21.9314,31.2428,453.279,98.0483,326.551,335.963,211.708,81.55,93.1316
0,0,119.012,-10.4824,485.086,572.282,-503.857,607.391,697.833,-228.501,-910.51,250.952,-323.431,-824.192,491.114,-15.6197,-55.8088,-92.414,1356.88,217.915,25.3017,572.386,-853.455,-295.994,268.523,858.598,-527.407,491.174,-328.711,376.508,-261.883,-38.9779,-86.3726,-218.433,295.931,167.534,383.333,219.347,135.641,-138.295,1263.95,-181.704,-67.8658,-339.609,104.588,-671.163,-214.918,197.413,-752.65,-91.2277,163.863,272.527,-301.467,-103.575,-366.699,62.5042,378.624,-530.646,-56.4573,-121.833,587.174,322.709,531.885,20.0057,371.793,-1237.54,588.537,705.315,22.1123,1003.78,47.1802,79.8444,425.109,-1256.52,615.895,6.34182,81.0761,88.9941,-58.5414,-440.773,-872.887,-292.115
0,0,102.917,0.142947,99.3968,-29.1166,184.011,188.275,-90.5276,-30.3063,83.9714,9.12632,89.9566,97.3248,228.191,69.3747,168.276,122.593,144.798,134.791,177.781,303.239,77.8288,125.17,184.165,150.582,199.46,259.473,99.9484,-28.6251,223.85,173.915,157.966,217.85,129.089,101.024,54.8526,188.818,264.943,71.1954,168.642,239.268,175.428,25.1729,-40.4827,135.545,128.945,188.343,-53.3239,71.127,-98.4723,28.4487,72.3863,22.1725,30.4065,136.259,259.32,37.746,81.9314,199.537,62.4666,330.427,33.8278,-51.0535,123.373,297.445,65.2974,26.3264,18.429,95.3256,-14.357,67.1876,246.831,162.512,100.098,102.66,115.107,313.087,136.768,156.766,204.822,132.014
0,0,130.18,2.08098,294.734,-529.094,168.226,493.201,26.0755,782.995,196.772,59.8533,82.7447,497.315,281.003,387.169,477.409,217.495,-97.3673,383.791,-316.526,433.083,288.218,370.327,-89.8154,91.145,143.165,458.472,659.537,28.8144,231.279,282.481,159.598,-145.682,65.7136,-531.306,149.173,-9.16206,713.121,41.8321,134,179.206,-47.4975,-100.221,179.431,-198.742,-411.33,413.936,125.371,446.704,447.465,545.537,-122.966,103.183,13.5784,273.559,453.442,-594.144,497.808,364.956,-451.541,387.628,-14.0474,-301.985,272.959,53.0671,473.146,627.925,-415.63,403.406,456.413,-168.486,424.28,44.4887,105.424,67.4573,1167.69,311.837,478.817,630.747,244.337,42.1836
0,0,102.362,-12.4465,191.219,290.873,-73.6927,194.412,355.176,222.216,125.235,439.013,77.8261,62.6044,-27.5366,82.3993,203.541,435.034,140.385,290.277,159.797,448.578,340.683,36.8358,228.374,34.8497,148.642,-42.1426,60.8736,20.3774,45.4851,210.225,168.075,825.437,33.5707,138.339,364.069,-56.6566,206.938,312.938,147.489,-35.1705,-42.8219,16.848,309.701,307.209,305.576,304.632,68.7052,182.102,-54.1453,92.6943,132.939,46.3464,461.896,-26.0571,303.299,-6.91817,-111.864,-14.6385,-354.571,-369.902,477.097,102.598,-101.902,-94.9422,-176.982,299.606,-62.15,-33.1434,201.148,-240.453,-312.158,401.508,-130.905,247.636,189.678,176.161,227.379,221.613,-67.6143,-40.2896
0,0,122.218,11.5364,26.3759,37.7487,52.1067,24.9072,76.0967,30.2794,59.9922,62.4176,1.21346,49.806,43.8954,19.5009,68.9808,7.73427,57.9689,23.3023,28.6024,69.6075,77.2324,2.12664,96.5048,58.44,86.7873,77.7342,92.3372,86.6962,98.8004,56.1926,62.1325,113.624,55.2159,138.349,136.458,127.22,115.204,102.413,139.736,81.7633,116.404,54.8488,122.652,169.89,102.605,139.902,137.47,142.417,182.257,125.073,171.31,123.806,154.118,161.639,174.918,189.188,221.598,176.922,199.516,136.883,169.388,149.216,227.63,175.015,156.789,149.867,162.292,194.601,184.364,148.01,200.926,209.569,212.892,153.911,213.75,156.073,179.634,210.687,232.072,234.001
0,0,90.8742,-0.520524,87.6255,112.05,-33.0391,168.833,253.224,-123.766,144.786,29.0449,237.378,45.6902,-34.8259,65.0931,12.4412,40.971,-39.0196,162.95,-70,-52.7853,47.8509,104.045,19.9804,159.856,140.39,45.5166,332.902,183.986,176.773,49.8122,176.623,165.436,51.5121,187.63,96.1428,146.575,46.22,123.932,113.324,238.922,90.6013,119.169,150.251,-60.4844,46.6098,152.023,186.425,44.4376,14.7348,130.613,123.374,150.291,61.0546,117.401,46.8208,53.3953,275.611,87.2724,82.4761,129.453,88.1027,0.597465,74.907,122.104,190.884,320.228,114.677,105.224,145.461,88.5521,183.343,60.1977,-20.4634,235.949,56.1083,139.113,21.9089,150.856,134.495,163.733
0,0,109.91,17.705,3.93797,-29.3567,-30.2448,-23.2835,-19.9461,-7.70651,-13.6548,-7.02481,1.3636,1.74513,1.12031,8.61723,13.8229,13.2835,14.7751,14.5954,24.7113,20.3359,30.8307,40.7266,44.1848,45.9815,42.706,58.2177,54.3202,60.4704,55.6172,66.3857,72.3188,82.4856,78.7518,85.2406,78.5837,94.6599,91.6144,96.9491,100.628,102.661,109.399,109.563,114.302,114.972,133.357,130.495,133.317,134.805,131.811,143.341,138.49,150.49,151.289,152.007,156.292,163.944,167.655,169.321,175.645,185.413,179.283,182.921,194.991,193.121,199.269,195.803,199.515,209.239,214.605,212.198,221.396,220.93,231.94,226.904,233.985,239.781,242.743,255.721,252.677,252.184
0,0,121.892,11.8721,19.1401,27.0373,15.7044,23.4332,23.6361,46.998,52.8141,29.6506,38.0281,37.5262,39.2462,61.4115,25.3322,89.8132,52.4093,45.1866,57.2801,81.9218,77.1978,73.4158,55.3028,89.6476,105.254,82.1738,118.206,105.197,78.3431,64.4313,95.1316,101.813,134.733,118.217,88.2629,145.941,124.562,93.8958,79.1444,104.718,105.026,110.112,146.872,88.9145,140.005,131.727,147.311,91.729,133.839,148.236,121.081,187.04,175.623,143.252,147.489,132.702,174.625,156.753,169.717,154.298,177.764,193.311,202.099,193.068,228.749,170.041,208.001,160.504,162.672,215.605,159.947,176.109,191.455,216.435,206.711,214.425,190.254,204.947,218.389,233.604
0,0,115.661,-1.87565,115.825,69.9251,-46.8776,171.44,180.577,159.344,195.364,112.013,143.347,242.984,240.458,-34.0493,577.185,220.375,66.9675,15.1636,126.327,118.835,177.534,101.526,-32.469,194.106,77.9242,99.198,9.37228,218.008,23.4971,187.119,210.356,194.538,177.435,189.954,-11.0061,75.2532,143.811,409.509,237.124,139.329,265.516,47.8151,-51.2485,190.767,-40.9805,272.934,81.1253,102.263,208.003,-186.927,269.127,100.369,117.757,-14.1066,264.104,169.863,148.149,198.727,65.1197,-25.6743,110.661,20.853,149.637,167.34,90.9114,21.1113,262.11,155.763,150.581,-76.0454,144.615,183.596,-42.0255,57.9062,267.385,75.0747,219.051,346.229,142.42,166.561
0,0,78.8937,-8.56868,81.8826,229.386,16.479,348.606,35.1107,128.387,236.044,150.616,233.438,135.407,90.8321,136.229,87.1713,215.302,63.5965,135.258,301.009,101.543,167.905,138.565,-77.0277,45.5495,-145.892,53.6208,118.269,79.7021,253.874,-0.326907,79.4459,99.8672,52.5327,77.1918,73.6105,90.8612,222.404,104.061,165.233,217.973,104.226,115.396,121.697,-6.19855,-0.084246,122.098,56.5291,55.2314,99.1764,21.0961,-41.9805,-34.8178,-151.646,-9.11406,105.181,174.813,67.0479,64.1579,-120.449,-101.422,142.429,67.6171,-69.722,-58.2831,159.954,-35.9188,68.266,180.828,32.7402,15.8026,56.5873,-84.3703,14.5802,-35.0612,18.3444,67.693,-43.0689,-64.1096,-108.473,11.8869
0,0,108.512,-14.3492,3.29926,222.62,223.713,215.934,212.43,211.656,205.363,199.058,201.131,187.124,187.633,189.106,192.972,189.228,185.037,176.917,177.138,174.145,171.276,170.696,169.526,162.172,162.877,160.335,156.095,148.17,149.864,143.763,140.605,135.677,138.747,129.699,125.302,124.236,118.804,118.997,114.79,113.783,115.258,105.134,107.421,92.4664,98.1004,95.719,97.2933,90.6277,81.2212,80.0597,86.1168,74.9474,76.7241,64.2132,64.3131,58.6097,60.656,64.581,60.5181,51.3718,55.8584,42.2163,46.7937,44.8133,36.568,30.9739,28.2386,30.5567,28.245,22.7879,21.9024,15.2043,12.1533,13.5162,0.576608,12.3888,1.44148,-2.98106,-2.85637,-1.67584
0,0,59.2408,6.4964,89.4221,34.5278,-39.5657,24.3821,148.227,73.9545,11.7423,187.662,155.694,111.629,-95.8553,58.004,133.781,25.1078,-26.0703,16.3044,81.6555,94.4601,152.585,175.819,44.2013,49.9789,20.1288,28.5725,56.724,-10.4115,-102.367,118.708,118.076,143.525,-135.1,-72.55,123.332,29.2167,-32.9839,38.0092,207.395,36.9265,47.4816,115.136,83.8603,30.6496,111.499,-43.6883,87.1184,123.427,180.172,-6.73307,29.711,253.166,2.36299,15.1655,332.558,198.471,43.7611,99.8415,107.178,253.711,38.75,130.785,158.042,226.885,-25.1481,245.625,157.156,221.585,25.8364,112.32,188.321,148.513,141.139,120.239,112.748,45.5774,66.152,161.405,-161.726,50.1504
0,0,94.5914,2.13346,10.9887,77.7746,70.8717,77.1591,64.0184,89.6505,81.9109,76.437,98.2717,80.8414,71.3077,68.0571,88.1139,70.1995,69.7526,84.2832,71.4464,91.303,81.5806,82.4821,74.9892,98.1231,90.7309,93.4195,79.9117,90.1801,109.26,94.8,82.512,101.023,92.4126,71.6309,76.257,98.8107,93.2118,103.907,94.8169,91.3507,106.507,87.5529,95.3611,71.2381,98.5614,95.3982,103.775,77.4394,100.322,96.1212,107.625,90.5105,87.6335,109.99,99.493,85.1878,109.92,83.0501,96.4851,101.297,99.975,104.658,108.608,108.556,90.3756,101.687,118.772,98.5733,102.691,117.404,129.932,107.942,123.308,81.6658,109.366,113.151,105.836,98.2527,112.377,105.138
0,0,109.163,5.55559,6.21037,76.9174,64.476,69.2595,70.1955,68.3353,60.9494,69.425,72.8949,78.6502,71.6303,73.7875,82.5183,90.5759,70.4213,84.5281,80.2992,78.2484,89.123,87.1749,86.6646,97.0122,99.3297,87.604,83.2074,94.4313,85.116,107.502,84.9425,99.022,106.087,97.3754,91.3556,105.003,97.6936,96.2697,106.586,117.111,110.302,108.636,99.5435,119.715,102.995,120.41,111.211,106.351,124.735,115.637,126.002,123.704,111.965,124.095,123.823,123.087,129.15,137.064,133.333,129.598,137.373,140.897,126.503,139.803,129.438,147.408,151.236,125.297,127.74,148.029,141.382,145.229,141.272,158.763,148.58,149.615,153.305,141.681,138.63,146.167
0,0,81.5084,-3.35598,299.778,282.547,78.3293,-164.45,-133.025,347.595,236.267,372.904,-223.352,75.2266,468.664,-330.268,-57.9776,-8.30123,-288.233,-16.901,113.43,-373.806,167.002,-561.508,735.707,-261.666,-125.054,320.009,-212.01,-32.661,224.527,133.755,-3.16504,186.917,461.521,93.0287,-40.8334,-324.005,-84.0518,643.206,379.629,-106.187,434.474,122.47,-81.0122,-288.37,281.676,-628.806,178.371,-128.008,314.785,122.591,361.889,134.09,232.343,22.7851,-129.146,-63.3813,756.354,158.834,-220.488,110.461,-70.0697,-12.3382,195.414,203.998,138.552,109.981,150.785,201.484,260.133,497.436,-12.5603,-159.354,-194.731,-166.374,-180.026,44.4832,336.452,266.32,185.879,-319.563
0,0,102.269,-2.26874,542.244,21.4173,285.191,476.966,645.952,-179.63,-93.1607,-52.5168,451.007,-827.734,56.2544,516.132,277.879,-168.25,351.104,206.396,362.893,912.81,238,726.875,681.884,395.951,386.097,-939.174,617.891,191.683,-62.1324,-248.15,493.847,265.239,-508.818,124.127,380.528,-230.402,-130.641,443.948,-507.518,-369.383,-273.513,79.0268,-711.226,179.744,-187.108,522.487,151.457,515.442,209.573,96.0023,227.429,-395.106,-383.337,-311.469,744.842,-38.7072,-99.5509,1040.58,155.545,-146.093,-376.034,-618.14,583.264,219.427,102.621,456.138,-775.758,397.54,-577.92,-458.237,-153.989,-954.366,20.2034,-23.8415,612.982,-478.645,89.0414,395.954,568.822,-284.965
0,0,102.658,-8.70872,17.2786,156.097,153.611,201.925,184.629,127.183,192.781,140.219,139.921,157.296,183.515,139.525,124.031,171.331,169.642,166.911,114.542,150.777,152.42,156.877,145.197,119.039,124.169,85.3536,119.676,111.027,152.507,144.074,119.956,115.218,109.153,118.582,110.18,111.362,140.194,91.7265,109.059,106.318,80.1846,86.8316,83.6303,94.5195,74.4212,72.606,71.2344,86.5972,100.863,73.1199,90.082,63.1929,125.778,113.579,73.7825,89.1417,65.3706,70.0342,86.7304,89.5648,56.0057,31.2299,44.9622,65.7907,65.5403,76.8308,60.9825,45.5602,65.7995,69.832,66.0294,-8.9842,45.3469,39.3409,33.9668,33.716,56.6636,46.3088,2.57618,18.3
0,0,121.641,11.5089,191.911,297.769,197.177,307.379,126.718,214.037,60.6095,-64.3248,-307.051,-272.077,-42.9968,357.121,-81.9617,111.978,-246.376,261.251,-1.16914,142.624,106.643,139.49,46.068,28.364,-7.21224,-43.4359,-31.9623,365.887,113.159,171.308,35.8467,180.836,257.519,-57.3208,27.079,568.102,156.433,38.3921,54.0518,107.341,80.1275,199.609,111.932,53.9603,-113.534,158.797,448.466,426.435,291.058,322.524,171.265,-57.2505,22.6017,314.076,143.39,21.5222,431.661,308.739,-2.72918,262.254,440.792,201.439,-3.03841,217.179,115.057,588.628,298.254,120.3,-113.919,275.738,576.752,238.692,240.268,475.929,489.65,430.03,339.4,-111.783,220.427,-52.8664
0,0,89.073,14.9151,9.71974,-13.8813,-33.3974,-6.68268,-3.24998,-3.49672,-15.5459,-15.4704,-1.03061,0.616726,-2.6787,8.77311,15.7492,0.575544,13.004,12.9431,21.3853,8.46689,16.8008,15.8764,7.64926,30.495,55.5277,39.0396,31.7159,43.5286,55.4262,32.8441,69.7446,50.6334,70.3274,54.5717,72.142,80.834,77.8428,71.6915,80.6594,84.2268,88.8116,89.0611,95.8655,96.7622,84.7913,84.3954,102.046,90.0666,121.065,106.472,128.659,124.885,103.901,117.472,133.629,139.308,140.58,142.511,150.484,152.131,149.884,145.661,164.099,160.275,171.999,164.259,175.877,182.924,174.831,178.394,175.103,189.125,185.202,189.535,195.995,199.168,206.517,211.107,215.481,230.509
0,0,68.4543,-17.2072,62.7616,224.731,209.479,204.013,167.811,216.339,43.231,131.655,191.679,111.182,182.501,183.045,192.747,174.841,137.412,132.182,203.351,209.994,169.185,163.379,226.873,68.1719,168.856,152.944,90.8864,166.773,58.7353,157.103,144.021,119.139,114.717,61.3552,171.516,-34.2384,9.88332,141.162,65.3646,79.1235,53.7328,-93.1572,29.8574,46.7355,80.1452,178.97,71.7156,-1.15319,98.7836,-57.0949,164.602,18.6186,0.902816,-15.9392,-104.793,55.9998,129.473,25.3293,25.1561,14.8322,-82.4479,100.877,8.64421,-148.563,-20.5144,-40.7066,101.258,-139.818,-103.908,-48.0711,-52.64,-20.337,-82.9184,15.9907,-1.87602,-145.372,-16.7779,-56.8987,-72.0015,-65.8488
0,0,108.988,5.94549,30.7484,14.4392,77.7312,46.4414,69.273,71.7759,93.4893,77.5551,46.1172,69.0175,131.662,86.3225,47.7814,43.4164,105.895,58.6419,40.074,65.4784,103.636,125.022,82.2821,104.255,69.4988,127.731,96.3142,63.7442,78.9604,109.672,77.7915,81.2119,108.186,26.8902,137.435,123.546,133.215,95.4596,135.668,107.691,129.332,111.025,53.4344,62.6732,64.4054,102.12,107.807,153.651,58.4964,139.753,142.627,179.672,126.459,98.2022,135.648,132.17,144.725,137.999,100.102,97.3188,150.409,141.669,115.745,157.695,119.513,82.5401,103.917,146.357,184.47,139.998,139.146,172.37,168.581,130.245,152.918,128.633,157.724,91.137,151.932,137.468
0,0,115.07,12.8936,32.3532,-22.2212,41.726,22.1529,0.767607,-32.9522,22.6711,45.8062,74.8633,15.5092,5.28586,25.4905,74.5748,61.4571,65.7346,-7.02887,15.2433,35.4193,77.9362,66.8895,112.322,39.6206,39.9167,135.149,120.769,91.2958,136.3,85.0136,122.629,17.3532,173.586,112.069,152.496,76.9976,32.7851,99.6551,168.025,137.644,139.631,120.75,71.8433,93.1427,106.725,135.174,71.8269,127.206,117.854,125.683,90.3304,97.3169,150.038,136.734,98.7031,148.309,171.382,115.373,143.567,179.983,130.922,176.559,172.848,215.987,208.523,157.158,190.696,176.178,200.964,178.105,259.241,196.35,169.349,210.688,243.764,170.523,199.951,239.862,217.226,214.614
0,0,102.622,2.51288,174.437,-153.741,136.728,66.5502,273.733,76.2632,-106.624,6.26402,182.833,322.367,524.441,15.5747,86.6285,410.965,217.018,-24.3227,-30.7414,110.516,102.491,-221.106,313.027,-20.9231,213.46,135.003,17.2871,347.373,471.992,252.715,110.086,221.639,405.069,-395.79,-294.391,135.12,41.3994,-47.3861,-18.24,326.067,-27.8412,-29.4472,5.11482,558.27,81.2338,81.4492,-3.5276,-32.2503,-116.83,251.193,82.1991,-32.1226,41.8245,-166.905,57.7856,203.746,35.324,145.022,-29.1952,-24.1701,-61.8997,-46.7973,143.023,342.576,37.1819,-35.8924,258.436,29.2532,-124.644,95.5232,-23.6366,170.065,154.585,78.0426,127.464,-18.8475,206.331,188.629,-83.511,-60.3614
0,0,89.7628,2.09018,271.539,29.5464,341.848,-43.4003,-165.909,-433.547,-539.222,-508.696,19.5103,-8.191,136.901,-273.656,222.215,-123.013,159.609,400.915,150.558,-20.0228,26.3879,-264.751,225.036,8.0261,-450.452,313.176,-38.1492,87.2021,-36.6468,439.024,-470.505,470.206,-192.277,423.348,157.578,155.914,99.0327,-192.659,145.318,101.619,255.058,-140.234,-63.0419,-414.733,131.582,-131.439,437.72,-200.038,-406.844,236.776,660.166,661.472,212.525,65.8727,156.631,271.646,16.0336,518.459,-32.4272,-159.417,-8.09724,269.648,-658.776,761.171,26.342,172.452,425.218,-442.308,384.932,-4.82598,-573.993,-53.5296,-69.1152,-67.6507,173.796,46.2006,-87.3152,-429.218,-109.5,339.346
0,0,74.9348,2.86854,162.664,203.552,-132.812,-57.4597,177.258,140.857,87.5832,-278.548,172.78,158.73,34.2049,289.54,-38.7789,302.838,188.172,30.6718,-90.9486,38.5345,35.7967,266.563,-423.509,228.75,176.366,181.836,93.5092,48.8828,-150.336,-60.7632,2.12619,165,18.0637,30.0645,-52.6321,-90.6369,238.781,154.91,-7.39879,-171.277,-86.575,-2.53198,273.668,584.25,-93.2211,76.7205,83.2885,3.37738,-78.2743,256.74,136.929,338.301,296.965,196.6,2.53527,-49.4007,127.719,10.6295,-117.731,-48.6466,250.767,19.8083,29.6368,117.466,-77.7066,356.102,193.252,237.407,-8.95603,111.943,21.1939,62.3087,302.541,367.153,102.125,206.713,196.737,-215.916,-74.5875,202.65
